first_name,last_name,grade,gpa,gender,date_of_birth
ryW,qVcAjCxG,7,3.25,M,17/3/1995
kV,rIvktHHVlm,5,2.84,F,20/2/2004
xuobUphcTy,OopOClqVAp,8,0.23,F,3/11/1996
,123,20,abc,X,31/02/2020
wx,gNZuJ,1,0.45,M,23/9/2010
hZC,YYpsK,5,2.98,M,17/2/2013
mizctW,jortiBQKF,5,0.75,F,15/5/1999
pHXErnxs,sqkJFQzEu,2,2.42,F,2/9/2003
PoWqZxXV,FnpBQS,5,1.07,M,16/6/2003
nmfX,ScsKSt,12,1.86,F,11/2/2010
RSNAnby,tBg,12,3.01,M,22/3/1995
RstcKGrxN,cAiiWoNg,7,1.94,F,7/10/1997
kOYLLoByU,og,7,1.37,F,2/9/1997
,123,20,abc,X,31/02/2020
bZ,aay,3,1.1,M,9/9/2010
ERGvIyU,WLrns,11,0.13,F,20/11/1999
wam,eantSxia,6,2.0,F,11/9/2006
MUPbZI,KWK,6,1.08,M,21/9/2006
cO,FBuQYMelsO,7,0.68,F,9/7/1996
NPK,XjOWew,6,1.03,M,9/4/1999
ksAbFE,euDDfGS,6,2.07,M,9/4/2012
PbeBgsAuEo,EPy,3,2.67,M,12/12/2012
rAgXbb,iiShs,1,0.13,F,27/10/2002
,123,20,abc,X,31/02/2020
GEuDyhw,zlMQqVo,11,1.84,F,23/6/2014
yJlmwirDxa,KcSJVouzN,11,1.75,M,28/3/2005
SjRlqj,tZlITs,12,2.24,F,15/8/2013
CKk,VhJSsRV,10,1.09,F,2/7/2010
ayQnZdU,xJ,10,3.26,F,27/1/2005
OYwOwsjppc,EwQEXcVS,3,2.44,M,1/4/2002
XdXjmbHG,ZvHfg,5,0.66,F,24/11/2001
jagF,oCP,4,1.65,F,14/9/1996
DfVrVOw,mgGgpnEV,6,2.94,M,2/10/2007
,123,20,abc,X,31/02/2020
NlO,homvmaCcR,4,1.73,F,13/5/2015
iuoOgstNrn,gQdPTri,4,1.95,M,13/6/2000
GHmi,GohhKVlfLG,1,1.52,M,24/3/1997
eHkDTe,YidJ,6,0.17,M,20/9/1997
abiBjzVQTL,qg,4,2.16,F,21/3/2006
lokSl,KFkbOmMPMv,5,3.44,F,15/11/2005
MnQn,UwGzfsrtY,4,2.16,M,4/7/2002
ddxZhytEP,SYNZs,12,0.97,F,11/12/2011
tYJlu,JeGqZaNI,9,0.9,F,26/9/1999
,123,20,abc,X,31/02/2020
dTq,RFvaHoJyC,11,1.9,F,25/2/2010
hpNpmTH,CpIuY,4,3.12,M,10/8/1998
SzjK,rRwHNWV,7,1.3,M,3/7/2006
AoF,wyuxxfA,1,0.39,F,25/7/2013
ikdNwSIfm,mOWrz,11,0.79,F,27/6/1997
YwqhavEWE,jitaidspk,3,2.71,M,3/7/2012
zNFXMwqtn,Lhy,5,0.61,M,14/12/2015
ybHAigKtco,ejAjt,3,1.84,F,22/8/1996
FaIcQCMt,lIXsnEYgO,9,2.7,M,12/3/2003
,123,20,abc,X,31/02/2020
ZNc,np,5,0.43,M,2/7/2014
XFkuLVW,uPS,9,0.47,M,23/4/1997
GacRLqIn,GFUlZm,12,1.96,F,3/5/2002
bpRWPhMbtb,VNEEOcm,9,1.06,M,7/2/2012
nJJo,UZz,9,3.12,M,18/4/2005
YW,mgAMIYMlet,3,3.34,M,25/6/2008
ISuYpuQT,Vpl,7,1.06,M,17/11/2008
ubw,MFsNP,11,1.34,M,17/2/2002
fUEl,xNFnMB,5,3.08,M,7/1/2009
,123,20,abc,X,31/02/2020
fSJbHLvBs,nocP,8,1.24,M,23/8/2002
wJjA,Ai,3,2.86,F,20/6/2007
fCi,CPtjWnCn,11,0.33,M,15/5/2004
XESU,dV,4,0.56,M,7/4/2007
yYOD,HyLgdrHzv,6,1.75,M,14/9/2008
kmjJBHASnj,IGWRerVQ,3,1.77,F,12/6/2002
ejVriyd,qs,5,0.05,M,7/7/2015
MVxTWI,JqhdgxQxRR,12,2.65,F,12/12/2010
MWEH,zIPihltFJH,11,0.1,F,9/7/2003
,123,20,abc,X,31/02/2020
agW,FZdXoRukE,9,0.61,M,9/5/1997
ijo,SpYZWiIjtP,9,1.95,F,2/2/2008
NjuThPK,AplhwsuGq,7,1.4,F,23/1/1995
UQbdkRR,RNEsfB,9,3.85,F,8/1/2007
Yu,NTtifBTY,8,0.91,M,28/9/1997
wizwWwHx,IbEhOBUIm,1,2.55,F,1/3/2006
RJfhQVMkt,YPWMkW,8,3.55,M,1/2/2000
MEkliIYyC,AsTgSmEk,3,2.05,F,2/1/2008
wBAPawOEf,sv,9,0.76,F,2/4/2014
,123,20,abc,X,31/02/2020
RlusgbeBi,lUWrmrXu,7,2.63,M,28/10/2001
aTcUKgdhFJ,We,2,2.33,M,21/9/1999
ZceGLFWHE,LGhJFOE,7,1.18,F,1/4/2001
LGPpaU,QB,10,2.61,F,16/1/2006
YDm,MpnmpyDdoU,2,2.04,F,14/5/2003
cl,OJUt,9,1.74,F,24/6/2000
GdisikFbAo,Rt,1,3.71,F,16/8/1996
qhw,rArwAQbha,7,0.03,F,8/3/1998
vuNhEtrjs,kOBc,1,1.62,F,19/1/1998
,123,20,abc,X,31/02/2020
jab,KcR,9,3.7,F,12/1/2015
hNfZ,FGNqcm,8,3.7,F,1/8/2014
jw,ogxDjJ,1,3.59,F,21/2/2004
QnYZe,hHSxR,5,0.96,M,7/3/2014
CKF,oYFu,5,0.41,F,23/7/2002
CvNgDOUUq,FmsRCR,6,1.06,F,23/10/2004
QntREC,ZE,2,3.08,F,18/3/2002
cMo,bzerMyQk,7,2.68,F,13/3/2006
Idr,xSaRsJF,8,2.45,M,28/6/2011
,123,20,abc,X,31/02/2020
YuNVriQ,PCSplBiU,12,3.48,M,7/4/1995
lOFfvCSrRG,dppjweOPfF,5,2.03,F,14/10/2011
LglI,zpX,8,0.2,F,25/5/2007
TWdkbM,ywnTTqBy,1,2.34,F,26/9/1999
RYCp,vAduIL,6,2.61,M,1/12/2015
bK,VYwUqCwocu,10,3.85,M,21/6/2005
rI,IDunzy,7,2.1,M,5/5/2013
juwT,AjLOjVyt,2,0.53,F,23/4/2008
Nh,MIhDFKCh,10,1.6,F,17/6/1999
,123,20,abc,X,31/02/2020
QCMCj,XVXhZJbFt,2,0.28,M,9/4/2013
zlCvAVqRi,CbBrDqLLKv,9,0.63,M,28/7/1999
rUrgRpF,hoWYfXFH,11,2.34,F,18/6/1995
ENTSpR,jNFDdBcZgH,8,3.79,M,7/10/2014
AmG,GWGDkGV,7,3.71,F,11/9/2009
xAuUmoVW,XhtLcqbGx,7,3.06,M,8/12/1996
XpSuc,ecTwMTlkmw,12,1.86,F,24/6/2007
FJqlLfG,DzQf,11,1.25,F,22/1/2012
TGfO,aLToLiP,9,2.27,F,12/9/2005
,123,20,abc,X,31/02/2020
UedDmCQ,YyMXpGS,10,0.09,M,3/10/2011
yR,iQNDtCA,8,3.58,M,18/4/1996
yArA,ssll,9,1.37,M,22/12/2009
xMtx,pbpt,10,2.93,M,24/9/1997
Jwi,uE,6,0.83,F,25/3/2012
hdWzEtMF,SSCHUbDgBJ,3,3.97,M,15/4/2008
vWXtn,wDGRY,9,3.81,F,20/10/2008
PmJTmABV,dAapZAlouf,5,1.75,F,17/4/2008
ZUcTgpj,iYb,1,0.6,M,8/3/2000
,123,20,abc,X,31/02/2020
ostjXRUBdK,CbAAEcsO,2,1.79,M,6/12/2009
RzBJPG,qMySgMq,4,3.84,M,3/4/1996
gafYsZ,ymXCms,6,3.84,F,10/10/2002
KgarScKTvG,sXHmkrbixn,7,1.02,F,22/9/2003
Lb,YeDirNUugS,12,3.25,F,2/4/2005
nWUCkE,xGoPhjMewn,10,0.82,M,7/2/2009
QfhBWZ,Fg,6,3.64,F,27/5/2014
rHS,gKJPs,10,3.28,M,10/6/2005
LxeuJFcvLS,YyXNstq,2,1.97,F,11/12/2005
,123,20,abc,X,31/02/2020
js,CeaEiwp,3,3.58,M,9/10/2002
JJzCAqFQv,twfUln,5,0.35,M,27/11/2006
RRnjPMlX,dvLwvDRdJ,8,0.84,F,5/9/1999
seGPojVup,SQGh,7,2.93,M,24/9/1996
bPW,va,5,0.91,F,19/12/2004
cLRRKEir,jLQGieqlI,10,1.41,M,22/9/2014
MpDw,PoZv,4,3.59,M,16/6/2014
aYDVj,VKvpSMUdK,2,1.0,M,9/4/2001
NgtDZOm,ynnkZ,6,3.44,M,12/6/1998
,123,20,abc,X,31/02/2020
LLG,pMBMEl,11,3.58,M,14/10/2011
GBaiva,vLSyPdmop,4,3.11,F,16/1/2013
INroAD,CHhLPuNQ,10,2.95,M,25/10/2009
LMwGL,EU,2,1.49,M,8/5/2014
YidXG,ujRm,5,3.51,M,5/3/2007
bTe,UJuBHuwLK,10,3.61,F,12/8/1995
IFVEQQF,RavazX,12,3.66,M,25/10/1998
qWbb,lgo,6,3.97,M,19/12/2011
vNUmqutx,jHzurgyZ,12,0.92,F,14/7/1997
,123,20,abc,X,31/02/2020
oWrmzlvld,NneR,4,1.74,M,25/7/2012
SwuWxcCo,DgffwlckK,3,1.1,F,16/9/2012
FxrGExt,tJTzBhJ,1,0.14,F,17/11/2004
PmYLrnKkqS,TQayLMYLgY,12,0.33,M,26/12/1999
VjQJ,XhaaLjg,10,2.58,M,20/4/2015
Yk,UwnG,8,0.09,M,5/1/2002
udK,NzIrEp,3,2.37,M,11/10/2003
MhmFELJfRs,BahXrcr,6,0.16,M,2/4/2008
yeTQ,cx,10,1.13,M,18/1/2004
,123,20,abc,X,31/02/2020
jClL,dphnc,8,3.59,F,6/1/2000
qEsUvvrlp,IeAbaNonc,11,0.77,M,16/2/2003
hVGwGwy,pZvqTkdv,3,1.78,M,24/6/2000
LbywmHbMJ,yoanDKYoOh,5,2.24,M,18/9/2001
AQsHb,gGlghQ,7,0.1,M,19/1/2007
dMsTGlDfQK,uvoMmDaXt,7,2.14,F,25/9/2012
bJeNT,LMsav,12,0.16,M,17/1/2013
Ylaat,VObkYzX,10,3.98,F,24/7/2005
wR,iJPAbJX,8,2.46,M,26/9/1995
,123,20,abc,X,31/02/2020
zBbzAH,FbVHtGv,2,0.15,M,7/4/2001
tUqMyPI,lggMw,1,0.26,F,6/8/2006
sW,UOXwnkrRO,8,1.24,M,11/7/1995
LUXcqOTPA,fouIraBCwY,1,0.18,M,8/10/2013
LbFOAegMu,rK,3,0.74,F,20/4/2006
tnlTYjI,TReG,9,2.21,M,17/12/2007
QiFeCZw,bcC,5,0.8,F,3/9/1995
mUjQyCiLLD,pTXucGO,5,1.05,M,2/11/2008
gXB,yoZzzFB,10,3.45,M,21/9/2001
,123,20,abc,X,31/02/2020
vB,zkXSYay,12,2.32,F,24/10/1997
xgqyt,DbVosOHWIj,3,3.52,F,28/1/1999
gfjLRL,PrbIPQPRcc,9,3.2,F,1/6/2009
dQTJpefnEE,zrrMJwywg,10,1.82,F,28/10/2002
imJQDctWub,PiOuSiD,5,0.04,M,19/3/1998
GjgpAubfy,CrmIFZ,11,1.71,M,8/6/2013
IQQ,snUmLONR,8,2.09,F,28/7/2010
jKlJnxXc,IhGmGr,7,1.1,M,9/3/2004
rCufyTMiD,yVEKmBWagh,8,0.07,F,28/11/1996
,123,20,abc,X,31/02/2020
bdhQR,MZ,11,2.86,M,5/2/2014
Wh,wsTOLn,11,2.77,F,14/1/2003
nkRWqc,OW,2,1.02,M,3/11/2010
DtVyFw,dvCwcDgyG,5,0.13,F,28/7/2013
VeD,so,6,1.27,F,12/10/2013
ZioSSHa,ngr,7,2.17,F,8/8/2001
aooWjiXm,mNacykqDs,3,3.78,F,9/6/2004
nrldVLhEX,pi,5,3.72,F,27/12/2014
rzdw,hXujz,6,0.67,M,21/8/1996
,123,20,abc,X,31/02/2020
nfuBtGqTyw,nlNrlBZsqQ,1,2.63,M,16/6/2005
hWFMF,wSRxGFMhp,10,2.1,M,10/11/2000
fIhUHrRe,QOVY,8,2.8,M,26/8/2012
Wmdn,jipsPVJuo,7,2.34,F,26/11/2000
BCpKMlbmYA,KqonUczRW,9,0.2,M,27/3/2006
fuMhFPzYsk,mqD,10,3.74,F,17/6/1996
FCtxjZ,unsMRDiKeI,9,0.5,F,23/6/1995
gCjcaWC,xDx,6,1.67,M,12/6/2005
TN,WUdsg,9,0.19,F,15/4/1995
,123,20,abc,X,31/02/2020
SG,SFRVlh,10,2.11,M,20/4/2012
SfZsAKStD,Esi,12,3.16,F,6/5/2010
KrEXSY,JxM,5,1.04,M,3/3/2009
glXtKXN,AoIcRE,2,0.09,F,17/4/2002
KieXEA,YPt,8,3.3,F,19/3/1997
kKN,ONjYRpyLDk,8,2.91,M,25/10/2004
xv,LYVyg,5,2.12,M,22/8/2010
HcvL,sZ,9,0.73,M,4/2/1995
LjdVYi,kAn,3,1.83,F,7/11/2009
,123,20,abc,X,31/02/2020
UWCVynODip,dfwzDSJR,11,1.0,M,18/10/1999
AHLkU,VlKlJ,10,1.07,M,4/9/2003
iMdEI,epABJOTEti,1,0.91,M,5/4/1995
MwUPNwU,fqtb,11,2.41,F,16/6/2010
qtQPlUz,dtEEJk,11,2.33,F,27/1/1999
SLSZK,pE,5,1.91,M,1/1/2003
opgcVr,GO,1,3.61,F,1/7/2014
RrINObcD,QS,12,0.97,F,20/10/2003
zkqqY,lFXcl,10,0.86,M,5/5/1995
,123,20,abc,X,31/02/2020
uAKtF,hHmMI,10,2.57,F,23/1/1997
dwCerd,TaffXB,3,1.5,M,15/4/2001
xJ,KVGFqWlN,5,3.28,F,3/4/2006
Pw,pHExVUg,2,1.05,M,11/3/2001
QUaL,nffpOOhjU,10,2.88,M,19/8/2003
Lug,amAOyfojn,10,2.2,F,18/2/2007
arelHY,IitKT,6,2.28,F,25/9/2003
QWmURYv,tr,8,3.31,F,9/8/2000
qM,bxbpV,6,0.96,F,20/10/2005
,123,20,abc,X,31/02/2020
wXcP,XRZrzUI,6,3.22,F,15/1/2010
HeeJ,bSn,6,3.6,M,18/3/1998
VKZu,CiTqXTodQ,5,1.49,F,1/9/2003
SROmAN,XdQWqbkmbd,11,3.76,M,16/3/1997
lr,aCIdLTydl,1,2.94,F,28/6/2013
dYMjle,ADim,4,2.4,F,1/10/1995
Gx,JrmzRQw,8,3.8,F,10/3/2001
IpVlCG,mEI,2,1.76,M,25/8/1995
eLgRiy,Pu,10,3.94,M,15/10/1997
,123,20,abc,X,31/02/2020
sHBBKSqOsy,wAQTCptAqr,5,2.56,F,16/1/2013
gPE,tvMx,2,0.31,M,6/2/2010
zvALfJKkhp,HTiMNxCwob,7,3.02,F,23/11/2004
lqtktRlXRe,LyVcHxPrQa,5,1.33,F,28/2/2010
kyuRzifa,EXmkHtOCr,11,2.08,F,10/4/2015
ZZfCTXAog,xzuj,3,0.24,M,28/9/2001
ophfmVJYW,TIJ,8,2.01,F,25/12/2010
kMCarkM,mvQYvE,8,1.21,M,22/2/1999
ZAxKeYkGU,EW,10,0.87,F,26/8/2009
,123,20,abc,X,31/02/2020
wAuxXz,FdCBfIws,2,2.92,F,22/5/2003
ATcaixV,MEAjRttawf,6,3.0,F,11/7/2004
gvtoXsUyjl,FhCU,7,0.81,F,26/9/2008
NU,Qhz,11,1.05,M,2/8/2003
fcErUYVTcy,FQJlFU,12,2.42,F,7/11/2002
XRydUyQrj,Kb,2,3.92,M,5/2/2008
qonlErNoZO,MS,7,1.05,F,27/2/2015
LTNiuUK,tDPoPgng,4,2.12,M,13/7/2012
xrsvZkwW,KIKOY,12,2.31,M,6/12/1998
,123,20,abc,X,31/02/2020
CgNHibDo,YmC,5,3.3,M,7/3/2007
RdpffTAguL,iuHZAJ,9,2.54,F,25/4/2005
wi,uL,2,3.89,F,7/1/1996
GKMzRM,Zcnb,6,1.51,M,22/10/2010
aYI,bao,10,2.66,M,28/9/2010
OwJL,xYfZzDzpo,2,0.17,F,19/7/1998
GksZShIGfg,ZBoB,6,3.23,M,2/1/2008
YIOOhQN,ZvDvUmqux,9,3.56,F,8/2/2000
qPg,nruqJ,2,2.21,M,16/8/2005
,123,20,abc,X,31/02/2020
RokyNpWD,btUijtqBf,1,3.49,F,28/6/1999
tbZK,sbqT,4,0.59,F,2/11/1995
rTzopCg,GLZerbAyB,12,0.82,F,14/7/2014
QENmlXJvT,sRhM,12,1.74,F,11/5/2001
GF,czC,3,1.83,F,11/5/1995
eNgggz,YLLrIqtc,10,3.21,M,2/8/2014
mOhkYPP,BfqX,5,3.61,M,18/6/1997
wPxYoPcC,hZKSdmo,8,3.97,M,15/4/1996
LvsYdFP,GgmhOtsAB,12,0.54,M,16/4/2004
,123,20,abc,X,31/02/2020
ZI,lHv,3,0.54,F,18/9/2002
fizKJKbG,TJV,8,1.91,M,23/10/2005
PWPc,NaufsmYTYy,5,2.37,M,25/8/2008
WuTXVbqbT,OhxrLnPxX,10,3.06,M,21/9/2002
BMbZQDMhAT,PpQNBFX,7,1.9,F,23/4/2014
HaUT,os,5,3.02,F,1/10/2005
zxT,mjORudAmV,3,1.21,M,10/9/1997
Ka,joqZhADJ,10,1.0,M,24/10/2012
vQCa,yJ,9,2.73,M,19/3/2008
,123,20,abc,X,31/02/2020
sGBAuka,lzrvWzNwC,7,3.18,F,22/9/2001
eXz,mVB,3,0.35,M,4/2/2005
lIdBkPX,hVzQJLsZlj,3,3.12,F,24/11/2012
OFB,ilyrFtPta,6,3.52,F,16/1/1999
Kribm,DyISekCGK,11,1.92,F,21/5/2004
uBla,dbkW,6,3.83,M,17/9/2011
nAYuZZmpHy,VQ,4,3.08,M,17/4/1998
OfYX,MEMzd,4,0.78,F,2/7/2001
OD,vmPEu,10,3.18,F,2/6/2002
,123,20,abc,X,31/02/2020
IOjvTuXCvW,Lbx,1,2.33,M,20/3/2001
ucHm,qUGJAvo,7,3.95,M,11/8/2007
UzDmqc,KYW,6,1.24,F,3/5/2009
sMQfLt,MGLcuOo,10,0.74,M,13/9/1997
Ajv,gdR,8,3.75,M,23/8/2002
VyGT,KLvSNfdO,11,2.44,F,21/1/2003
ToYtlYCreU,nB,3,1.31,M,7/2/2013
eK,SVxODgdUQ,4,2.63,M,18/2/2001
TfgglLwu,LcPxBAmNZm,8,3.7,M,24/9/2011
,123,20,abc,X,31/02/2020
CwigaDwxo,IkKpY,10,0.31,M,27/11/1996
Vlc,GZE,4,1.73,M,6/4/2010
suFG,sSDhwWvcI,6,3.09,F,11/1/2008
wGePthZG,MqVzx,10,2.14,F,3/5/2015
QoUCaZet,gWyj,6,2.67,F,19/7/2012
qB,bokArlTeR,7,0.19,F,1/12/2011
ZpzpW,DCa,1,0.99,F,20/12/2007
HgFKmb,QjaZ,1,3.17,F,28/3/2013
wb,kI,10,2.74,F,9/3/2014
,123,20,abc,X,31/02/2020
pKfD,TpneJNPn,11,2.69,M,10/8/2010
loovKq,vsvRLZYmK,1,0.16,M,9/12/2006
HubBREfUa,aZAoVE,7,3.73,M,4/1/2014
uGhgfUYrx,oV,5,2.87,M,2/7/2012
xuzDKTHF,lyqYjZDq,11,1.62,M,1/9/2015
Fm,kmAjzxVS,8,3.58,F,1/2/1998
ZqCyBRsG,xBUaY,12,0.7,M,26/12/2008
FRPiNMWY,PxxOAu,9,3.06,F,2/5/2013
EgsdGBS,rs,10,1.45,F,24/1/2004
,123,20,abc,X,31/02/2020
PcIJ,IUkVC,2,0.78,F,11/1/2012
fKzZAi,RZ,3,3.92,M,22/5/2010
qzatlHDyM,SfVHUqqTI,5,0.03,M,12/6/2011
KCPmfGQVf,vSvasCQx,6,0.83,M,27/5/2004
my,RqvAqccZY,1,3.64,F,22/4/2015
fprY,nd,5,1.11,M,27/3/1998
ilBCByt,MfvvFJpo,7,1.28,F,2/8/1995
xqr,ACVjAuI,5,1.6,F,7/2/1998
IqRHwdTLU,pIK,4,0.98,M,15/8/2002
,123,20,abc,X,31/02/2020
rzhZPosKI,YjuVTdNMtK,4,2.26,M,12/8/1999
byHzTf,qlLIfUXIcM,10,1.25,M,2/4/2003
uhxDbKutZH,XWsOEYBN,10,3.11,M,23/3/2010
OPQYqQjum,TUptqg,4,3.49,F,7/4/2004
qNF,onDwrLEx,6,0.11,M,1/12/1998
ZmCN,vUvYPZEXAC,3,2.62,F,14/8/1995
tyCABEIi,mOToeH,9,2.76,F,7/10/2004
hMXEGOz,Zzg,12,3.67,F,26/8/1999
SUnClzD,gHSbMQwVK,7,2.23,M,21/12/2000
,123,20,abc,X,31/02/2020
tNjhfeEWzs,ffR,7,3.87,F,22/5/2001
li,uwXCLgLr,7,0.66,M,16/12/2011
eLUVAiqgiu,ueid,8,0.39,M,14/3/2010
jBxi,clbUb,7,1.25,M,27/2/2014
cSC,ajBYLVoR,8,0.84,F,17/9/2010
AWUNp,dyBM,4,2.18,M,8/8/2014
riNa,hHLgcsK,6,0.55,M,12/9/1996
dvZCIXpJE,DKr,9,0.19,M,8/5/2003
Bd,yFoWfx,6,2.9,M,9/11/2014
,123,20,abc,X,31/02/2020
SkglD,ogRchV,2,2.86,M,10/9/2002
aF,Yp,10,1.97,F,18/3/2003
bjHOFVzxDd,pMNfCO,12,0.22,M,26/12/2007
sCgV,WiDnAhr,3,2.64,M,25/8/2006
KqKLCRl,SSWsXYMrfy,5,3.4,M,14/6/2014
GqxjTLD,UtgetSl,9,2.99,M,3/8/1996
MmE,WRenwJc,1,2.61,F,14/7/2004
XMkEOpC,eW,2,2.21,F,18/5/2005
JQjSGRN,iABxsY,9,2.27,M,1/8/1999
,123,20,abc,X,31/02/2020
JHVYpYtaPC,QBF,6,0.65,F,3/6/2012
jhcPWJkli,EZZ,12,2.74,M,11/2/2010
hvKOfe,Tw,5,0.15,M,11/9/2006
me,OEpTajPGS,9,1.07,M,14/8/2012
Yt,ivkzq,4,2.33,F,7/4/2001
Wgbf,sMQ,9,0.68,M,12/5/2006
dbRbs,gjdMWW,2,3.79,M,10/10/2007
oDzAzfohZ,lnBl,12,3.24,M,5/5/1997
sSVNzpDwnX,aZ,8,0.5,F,13/2/2006
,123,20,abc,X,31/02/2020
vK,rpWkTVn,10,1.71,M,1/4/2015
PjMIGXFuKk,mwkNEgKTB,12,1.72,M,9/9/2006
AJwN,pELn,3,3.21,F,10/2/2003
bPoj,yCuZwIeIV,2,3.94,M,11/9/2007
CYwQ,VQxMC,11,3.85,F,8/9/2003
ITfKigzT,MvFwkZtRZ,4,3.74,M,12/1/2010
hv,fzI,2,0.79,F,19/2/2014
kTaoKCZCqC,wuo,11,0.92,M,18/3/2014
mMP,QDVtnY,7,1.83,M,5/10/2015
,123,20,abc,X,31/02/2020
CKRFtxsYV,ieSmT,1,3.81,M,27/2/2005
uur,iJoINkRU,1,3.27,M,10/5/2002
Kvq,VuBAinKQmW,8,0.87,F,13/2/2006
sHYgFQMN,oegaZaqDi,8,3.3,F,19/6/1998
KFzRpSY,wmP,9,2.1,M,10/9/1997
jgmMFZh,bwVASmNh,3,1.23,F,9/4/1995
Tz,FYqoyObAui,6,1.13,M,7/8/2005
phmV,AVJyLO,6,0.77,M,20/1/2004
Lr,NyPurtHtr,11,1.53,M,25/3/2011
,123,20,abc,X,31/02/2020
yCWcHFZMUh,cvmOv,5,3.25,M,8/11/2008
cBwFkZNfr,eh,7,3.37,M,26/10/2013
mM,UzZvO,2,2.6,F,6/6/2010
lHvduv,rLqhHe,11,1.93,F,23/8/2013
cORROa,nX,5,0.37,M,16/5/1997
Wsm,IZm,6,2.26,M,1/7/1999
AbkiXLfjfY,IcjfUNBos,11,0.67,F,18/3/2013
fwXqLKLUV,MCteBMmOV,1,2.27,F,3/11/2009
wAOGLgFAv,rv,5,2.18,F,2/7/2008
,123,20,abc,X,31/02/2020
htPChmT,SqY,4,3.17,F,3/5/1997
gFmUE,HEotRV,12,3.35,M,23/1/2015
Jraww,UctCdqEo,12,0.47,F,20/6/2000
UBfsaeF,zMDtwDOyim,3,2.75,F,10/9/2008
zc,GycDv,1,0.56,F,26/11/1998
zgSgQdiU,aYODebj,1,1.68,M,13/3/2001
ZPWKu,nS,10,3.72,F,7/4/2010
sckiI,xKwoMp,4,3.19,F,14/10/1998
qujvNCvXRM,vepBvJB,5,1.36,F,14/4/2000
,123,20,abc,X,31/02/2020
GPd,MaT,7,2.23,F,3/1/2012
jYBeikKgQw,lf,11,0.07,F,4/2/1999
FZmen,ldYB,7,1.34,M,8/7/2001
FCEGiuMg,Lg,4,1.17,M,18/3/2006
KoQIgjiIDn,VxVZwxTxcr,11,0.61,M,23/2/2015
tMBb,WKnb,9,3.87,F,10/5/1995
ESbRIGo,ON,2,2.69,F,2/12/1999
UqUCOC,wl,7,2.8,F,8/9/2007
jv,ciMK,2,2.82,F,18/9/1995
,123,20,abc,X,31/02/2020
YHLXZxfHf,ooO,11,2.95,M,1/8/2012
nQzfP,eCO,7,2.45,M,5/12/1999
TLwlVwR,MUTJrHjY,9,0.57,M,23/4/2014
LKXk,ZbRFPjqbz,9,2.69,F,27/12/1995
XyunY,ss,9,0.12,F,24/1/2000
WCu,ubh,8,2.45,F,6/5/1998
UHTh,nBBurzVi,9,2.36,M,17/12/2004
jUMbiL,WU,12,3.05,M,13/2/2008
xXrZqrvb,bEqOYoZlS,10,1.85,F,16/7/2011
,123,20,abc,X,31/02/2020
lzal,YqGDjqfYXy,12,1.44,M,24/3/2008
ROyyhzFGTF,bHXFSL,7,3.45,F,11/1/2010
FAEHnth,AKNYP,11,1.2,M,7/5/2003
iAXOvac,tPyMhDjMEY,10,2.18,F,24/3/2002
QftHGczXgS,JCrpLXP,9,2.86,M,1/7/2009
djLeB,Ubx,6,3.97,M,27/6/2009
kxavJfmm,VTOyn,12,0.12,F,28/1/1995
fHYhlRD,CLrCTTV,1,3.62,M,22/9/2015
sMhDhMn,wjz,4,0.66,F,6/8/2001
,123,20,abc,X,31/02/2020
FDQeD,NsetkLZe,7,2.55,F,2/2/2002
EDHCnBaPM,Uads,9,2.3,F,1/11/2001
jSjYaqE,SLcmU,7,0.2,M,10/11/2011
SA,qprrxHhBn,7,2.35,F,28/5/2005
wWZOVg,pHrpz,6,0.47,M,25/2/2009
XZID,uUIEbgYpdH,3,1.0,M,4/2/2008
TYGdAiKj,NuDZOl,4,2.69,F,9/11/2006
XeAX,blyCeXQfy,6,2.76,M,21/3/2002
muZeoUoe,skIOd,4,1.88,F,7/4/2000
,123,20,abc,X,31/02/2020
stq,NskkxoMX,8,1.97,M,25/10/1997
yITebsrk,ijysnUZLu,9,3.4,F,5/4/1997
oncLR,ljOyn,5,2.36,F,1/7/2001
TYZt,LsbhVYn,2,2.77,M,19/4/2002
mHVnSc,HhQnynEEv,4,3.93,M,19/9/2003
DLkdBRBu,ptB,4,2.34,M,14/5/2015
oJNCrNlIF,ptnQGCN,4,3.04,F,9/8/1998
JPcUc,PHOFmhMbce,3,0.39,M,16/7/2015
gzWIYz,DtzsFBMLzT,9,3.39,F,28/4/2009
,123,20,abc,X,31/02/2020
NIqrlOD,qN,8,2.19,F,4/11/2002
mcrVyVw,Ug,11,1.47,F,23/4/2006
BMBVNS,PaoxBOQZrx,6,2.1,M,9/4/2001
ELEEOu,wlTGx,4,1.93,M,19/5/2006
wqvaL,qToErBbeOq,8,0.66,F,6/7/2012
HOwWdyFuh,ydQzGB,8,3.78,M,6/5/2008
zaCNpQvi,rojtlkRDvB,2,1.13,M,10/10/2011
ZOe,HpTYkIC,6,0.6,M,15/9/1997
eHMCCOOaLx,Bj,1,2.66,M,4/11/1997
,123,20,abc,X,31/02/2020
WBavoQYB,PY,7,2.06,M,10/12/2013
CKUsrsZEHH,vgcv,8,2.82,F,25/12/1997
PXSqyU,ivJhDChk,7,1.43,M,20/7/1997
xfswWMc,hFTwNfwT,11,2.45,M,4/12/2011
vVrUUf,DMDzu,12,1.54,M,9/1/2001
pOYWGoL,VTa,9,3.11,F,5/1/2003
